,EventID,Event,Pick,Network,Station,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Error
149279,usp2017yzgy,20171222T084546,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.76003265,-63.71467209,140766.3727,,2017-12-22T08:45:46.424646Z,,,,,,,channel metadata:
149337,usp2017yygo,20171221T192638,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,4.207246304,-76.15058136,152000.0,,2017-12-21T19:26:38.979852Z,,,,,,,channel metadata:
149408,usp2017yxdh,20171221T043923,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.94428444,-68.20292664,91578.73535,,2017-12-21T04:39:23.928075Z,,,,,,,channel metadata:
149505,usp2017ywjz,20171220T185341,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.82812881,-69.20773315,112623.9319,,2017-12-20T18:53:41.042711Z,,,,,,,channel metadata:
149567,usp2017yuoo,20171219T185559,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.92921066,-66.73898315,275000.0,,2017-12-19T18:55:59.235342Z,,,,,,,channel metadata:
149617,usp2017yuey,20171219T140509,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.7706356,-69.19232941,124000.0,,2017-12-19T14:05:09.028264Z,,,,,,,channel metadata:
149668,usp2017yudh,20171219T131433,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-26.1468811,-70.65354156,10000.0,,2017-12-19T13:14:33.294902Z,,,,,,,channel metadata:
149817,usp2017ypqy,20171217T022804,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.14414597,-66.98404694,175000.0,,2017-12-17T02:28:04.848407Z,,,,,,,channel metadata:
149890,usp2017ypos,20171217T011926,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.1127758,-69.05820465,89000.0,,2017-12-17T01:19:26.651780Z,,,,,,,channel metadata:
149950,usp2017ymxg,20171215T141359,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.98733711,-70.42393494,10000.0,,2017-12-15T14:13:59.875388Z,,,,,,,channel metadata:
150047,usp2017ylnm,20171214T200942,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.44688988,-69.17614746,119000.0,,2017-12-14T20:09:42.465085Z,,,,,,,channel metadata:
150104,usp2017yljo,20171214T181033,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.63429832,-70.28794098,10000.0,,2017-12-14T18:10:33.960452Z,,,,,,,channel metadata:
150163,usp2017yizj,20171213T104530,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.17745209,-66.77722931,210000.0,,2017-12-13T10:45:30.834042Z,,,,,,,channel metadata:
150225,usp2017yfys,20171211T190057,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.53319359,-70.78779602,10000.0,,2017-12-11T19:00:57.506227Z,,,,,,,channel metadata:
150324,usp2017yenu,20171211T002155,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.99249268,-70.14027405,10000.0,,2017-12-11T00:21:55.527263Z,,,,,,,channel metadata:
150380,usp2017ydtr,20171210T141257,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.31126976,-68.35298157,10000.0,,2017-12-10T14:12:57.526681Z,,,,,,,channel metadata:
150411,usp2017ydta,20171210T135245,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.33472824,-68.87294006,10000.0,,2017-12-10T13:52:45.048779Z,,,,,,,channel metadata:
150490,usp2017ycum,20171210T012848,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.93663406,-67.21906281,232355.8807,,2017-12-10T01:28:48.916352Z,,,,,,,channel metadata:
150570,usp2017ybas,20171209T022137,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.7485714,-66.63996887,203576.7822,,2017-12-09T02:21:37.617996Z,,,,,,,channel metadata:
150586,usp2017yagz,20171208T162247,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.98456764,-66.74608612,224000.0,,2017-12-08T16:22:47.946069Z,,,,,,,channel metadata:
150691,usp2017xzkq,20171208T050618,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.75538063,-66.84608459,247000.0,,2017-12-08T05:06:18.502820Z,,,,,,,channel metadata:
150756,usp2017xyrr,20171207T193128,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.04164696,-66.65998077,224000.0,,2017-12-07T19:31:28.444179Z,,,,,,,channel metadata:
150873,usp2017xwyr,20171206T204629,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.79423141,-71.1785965,10000.0,,2017-12-06T20:46:29.935522Z,,,,,,,channel metadata:
150939,usp2017xvwh,20171206T062654,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.54344368,-67.80633545,156000.0,,2017-12-06T06:26:54.859254Z,,,,,,,channel metadata:
150972,usp2017xtwu,20171205T042529,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.73624134,-71.65608978,145000.0,,2017-12-05T04:25:29.403730Z,,,,,,,channel metadata:
151197,usp2017xlwe,20171130T190129,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.83572578,-69.37316895,173000.0,,2017-11-30T19:01:29.226855Z,,,,,,,channel metadata:
151272,usp2017xjbw,20171129T062906,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.38749218,-76.02519989,10000.0,,2017-11-29T06:29:06.770705Z,,,,,,,channel metadata:
151356,usp2017xglp,20171127T200023,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.77397728,-68.47677612,109000.0,,2017-11-27T20:00:23.306121Z,,,,,,,channel metadata:
151420,usp2017xgkg,20171127T191933,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.50253868,-69.07585907,154000.0,,2017-11-27T19:19:33.831400Z,,,,,,,channel metadata:
151619,usp2017xanj,20171124T140500,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-8.866028786,-74.12513733,156329.483,,2017-11-24T14:05:00.495069Z,,,,,,,channel metadata:
151749,usp2017wwhj,20171122T063002,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.19258118,-67.33202362,181000.0,,2017-11-22T06:30:02.156454Z,,,,,,,channel metadata:
151820,usp2017wwcl,20171122T040027,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.33329201,-68.68288422,102000.0,,2017-11-22T04:00:27.335852Z,,,,,,,channel metadata:
151914,usp2017wtnz,20171120T182622,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.09675789,-68.75357056,100000.0,,2017-11-20T18:26:22.700647Z,,,,,,,channel metadata:
152015,usp2017wpqg,20171118T150149,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.58012772,-66.73868561,258290.0085,,2017-11-18T15:01:49.095139Z,,,,,,,channel metadata:
152078,usp2017wpgi,20171118T100128,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.73138809,-68.85359955,109000.0,,2017-11-18T10:01:28.923424Z,,,,,,,channel metadata:
152133,usp2017woyf,20171118T055458,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,8.016830444,-71.56925201,10000.0,,2017-11-18T05:54:58.932788Z,,,,,,,channel metadata:
152225,usp2017wnye,20171117T164536,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.74214363,-69.49776459,10000.0,,2017-11-17T16:45:36.423387Z,,,,,,,channel metadata:
152280,usp2017wmdh,20171116T170434,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.66529846,-69.74304199,139000.0,,2017-11-16T17:04:34.158417Z,,,,,,,channel metadata:
152398,usp2017wjls,20171115T055615,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.94502449,-67.27835083,176000.0,,2017-11-15T05:56:15.069690Z,,,,,,,channel metadata:
152493,usp2017wjdo,20171115T014906,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.65157509,-66.57559204,290000.0,,2017-11-15T01:49:06.463908Z,,,,,,,channel metadata:
152528,usp2017whmj,20171114T035859,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.03993225,-69.07675934,10000.0,,2017-11-14T03:58:59.774135Z,,,,,,,channel metadata:
152624,usp2017wfax,20171112T195457,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.4113636,-68.46130371,78000.0,,2017-11-12T19:54:57.048510Z,,,,,,,channel metadata:
152739,usp2017wdqn,20171112T013131,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.25537872,-69.34412384,10000.0,,2017-11-12T01:31:31.055625Z,,,,,,,channel metadata:
152780,usp2017wcve,20171111T144520,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,2.635400772,-74.80265808,10000.0,,2017-11-11T14:45:20.740385Z,,,,,,,channel metadata:
152821,usp2017wcnp,20171111T105515,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.72628593,-66.93801117,198000.0,,2017-11-11T10:55:15.059252Z,,,,,,,channel metadata:
152892,usp2017wcao,20171111T042047,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.29245949,-64.76899719,59000.0,,2017-11-11T04:20:47.845487Z,,,,,,,channel metadata:
153002,usp2017vzyz,20171110T011627,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.14862061,-67.00094604,159000.0,,2017-11-10T01:16:27.228610Z,,,,,,,channel metadata:
153093,usp2017vyqa,20171109T073658,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.71305656,-71.26522827,43000.0,,2017-11-09T07:36:58.196517Z,,,,,,,channel metadata:
153328,usp2017vvpq,20171107T160003,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.02157784,-68.67237091,98385.46753,,2017-11-07T16:00:03.686675Z,,,,,,,channel metadata:
153404,usp2017vvae,20171107T081116,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.09416008,-68.52837372,126000.0,,2017-11-07T08:11:16.847858Z,,,,,,,channel metadata:
153469,usp2017vtti,20171106T153626,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.38200951,-45.58753586,0.0,,2017-11-06T15:36:26.858335Z,,,,,,,channel metadata:
153510,usp2017vsmd,20171105T224935,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-8.680876732,-74.2106781,157450.4089,,2017-11-05T22:49:35.299432Z,,,,,,,channel metadata:
153561,usp2017vsii,20171105T205440,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.83469009,-67.13380432,220000.0,,2017-11-05T20:54:40.886996Z,,,,,,,channel metadata:
153614,usp2017vrll,20171105T092058,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.34762001,-68.30833435,86000.0,,2017-11-05T09:20:58.601536Z,,,,,,,channel metadata:
153727,usp2017vocb,20171103T131209,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.52627277,-70.3740387,215000.0,,2017-11-03T13:12:09.862711Z,,,,,,,channel metadata:
153792,usp2017vmsb,20171102T190037,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.26050377,-70.08655548,46000.0,,2017-11-02T19:00:37.646268Z,,,,,,,channel metadata:
153845,usp2017vmpk,20171102T174004,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.12216377,-67.46183777,219000.0,,2017-11-02T17:40:04.070994Z,,,,,,,channel metadata:
153894,usp2017vmfs,20171102T124624,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.53140259,-69.16194916,121000.0,,2017-11-02T12:46:24.367427Z,,,,,,,channel metadata:
153958,usp2017vhut,20171031T024113,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.76136589,-68.30188751,110000.0,,2017-10-31T02:41:13.663664Z,,,,,,,channel metadata:
154018,usp2017vhbz,20171030T171207,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-10.76090145,-74.59767151,112000.0,,2017-10-30T17:12:07.471663Z,,,,,,,channel metadata:
154080,usp2017vgzy,20171030T161024,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.9642601,-68.73139954,124000.0,,2017-10-30T16:10:24.283247Z,,,,,,,channel metadata:
154135,usp2017vfej,20171029T160847,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.73219299,-67.30291748,117591.4383,,2017-10-29T16:08:47.719458Z,,,,,,,channel metadata:
154195,usp2017vdkq,20171028T170224,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.72488403,-68.18932343,108000.0,,2017-10-28T17:02:24.707448Z,,,,,,,channel metadata:
154272,usp2017uyrz,20171026T030420,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.4421463,-68.23091888,43686.54633,,2017-10-26T03:04:20.922009Z,,,,,,,channel metadata:
154293,usp2017uygy,20171025T212923,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.77362823,-66.7875061,190438.2477,,2017-10-25T21:29:23.939118Z,,,,,,,channel metadata:
154325,usp2017uxji,20171025T093348,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.19046211,-69.03197479,144000.0,,2017-10-25T09:33:48.654878Z,,,,,,,channel metadata:
154406,usp2017urhc,20171022T013709,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.07809162,-73.80362701,90000.0,,2017-10-22T01:37:09.527183Z,,,,,,,channel metadata:
154479,usp2017urbe,20171021T223703,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.80194664,-66.57685089,229963.4552,,2017-10-21T22:37:03.321034Z,,,,,,,channel metadata:
154548,usp2017unjs,20171019T222328,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,7.336140156,-35.81332397,10000.0,,2017-10-19T22:23:28.588349Z,,,,,,,channel metadata:
154723,usp2017uhrm,20171016T192936,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.42975616,-74.1762619,10000.0,,2017-10-16T19:29:36.231886Z,,,,,,,channel metadata:
154857,usp2017uffd,20171015T105914,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.44179153,-72.75049591,10000.0,,2017-10-15T10:59:14.448310Z,,,,,,,channel metadata:
154933,usp2017uepd,20171015T025457,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.70801926,-68.70494843,104000.0,,2017-10-15T02:54:57.146345Z,,,,,,,channel metadata:
155033,usp2017ueja,20171014T234837,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.91181564,-68.61541748,109000.0,,2017-10-14T23:48:37.408453Z,,,,,,,channel metadata:
155064,usp2017uedg,20171014T205354,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.33250141,-73.37908936,10000.0,,2017-10-14T20:53:54.246838Z,,,,,,,channel metadata:
155120,usp2017udex,20171014T083544,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,7.087401867,-72.04328156,35000.0,,2017-10-14T08:35:44.404544Z,,,,,,,channel metadata:
155259,usp2017uail,20171012T185907,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.04046631,-65.7765274,157000.0,,2017-10-12T18:59:07.542006Z,,,,,,,channel metadata:
155311,usp2017uaff,20171012T172104,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.44543076,-69.14998627,64788.05542,,2017-10-12T17:21:04.450630Z,,,,,,,channel metadata:
155486,usp2017tvsu,20171010T063218,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.5033741,-69.5741806,63117.45453,,2017-10-10T06:32:18.411812Z,,,,,,,channel metadata:
155533,usp2017ttns,20171009T014154,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.08247566,-68.60249329,123000.0,,2017-10-09T01:41:54.096470Z,,,,,,,channel metadata:
155585,usp2017tqat,20171007T034422,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.73401833,-69.36834717,170000.0,,2017-10-07T03:44:22.175459Z,,,,,,,channel metadata:
155638,usp2017toht,20171006T045931,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.52776146,-64.12088776,10000.0,,2017-10-06T04:59:31.951510Z,,,,,,,channel metadata:
155744,usp2017tmso,20171005T081135,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.28120804,-68.42985535,113000.0,,2017-10-05T08:11:35.914653Z,,,,,,,channel metadata:
155824,usp2017tlzm,20171004T223314,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.87736511,-66.69570923,201000.0,,2017-10-04T22:33:14.678272Z,,,,,,,channel metadata:
155909,usp2017tkmw,20171004T030207,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.93843651,-68.15657043,127000.0,,2017-10-04T03:02:07.456767Z,,,,,,,channel metadata:
156007,usp2017tkjd,20171004T010942,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.42769432,-68.44280243,103000.0,,2017-10-04T01:09:42.839832Z,,,,,,,channel metadata:
156054,usp2017tihq,20171002T220753,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.89417267,-68.38897705,71481.18591,,2017-10-02T22:07:53.177771Z,,,,,,,channel metadata:
156089,usp2017thpd,20171002T124636,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.9209919,-66.91368866,215000.0,,2017-10-02T12:46:36.799721Z,,,,,,,channel metadata:
156111,usp2017thpd,20171002T124636,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-22.9209919,-66.91368866,215000.0,,2017-10-02T12:46:36.799721Z,,,,,,,channel metadata:
156201,usp2017texm,20171001T013525,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,7.437893391,-73.2705307,143000.0,,2017-10-01T01:35:25.874187Z,,,,,,,channel metadata:
156317,usp2017szzv,20170928T090604,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.58419991,-66.68712616,197000.0,,2017-09-28T09:06:04.969890Z,,,,,,,channel metadata:
156437,usp2017szac,20170927T200510,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.15465069,-71.66447449,132000.0,,2017-09-27T20:05:10.994441Z,,,,,,,channel metadata:
156514,usp2017sxpv,20170927T014540,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.32739639,-68.21453857,120000.0,,2017-09-27T01:45:40.677714Z,,,,,,,channel metadata:
156606,usp2017swce,20170926T054433,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.27528572,-66.62254333,232000.0,,2017-09-26T05:44:33.285728Z,,,,,,,channel metadata:
156786,usp2017ssgu,20170924T033135,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.9767971,-69.29769897,148000.0,,2017-09-24T03:31:35.962139Z,,,,,,,channel metadata:
156864,usp2017sset,20170924T022959,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.9195919,-71.33983612,30000.0,,2017-09-24T02:29:59.622581Z,,,,,,,channel metadata:
156896,usp2017sset,20170924T022959,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-27.9195919,-71.33983612,30000.0,,2017-09-24T02:29:59.622581Z,,,,,,,channel metadata:
156931,usp2017srvx,20170923T220201,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.93004227,-71.53186035,45000.0,,2017-09-23T22:02:01.044005Z,,,,,,,channel metadata:
157001,usp2017srmv,20170923T172554,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.66256523,-68.86301422,124000.0,,2017-09-23T17:25:54.460967Z,,,,,,,channel metadata:
157046,usp2017srlh,20170923T163951,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.58864784,-68.61003876,132000.0,,2017-09-23T16:39:51.051183Z,,,,,,,channel metadata:
157227,usp2017smlg,20170920T225744,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.86624718,-70.66838074,51000.0,,2017-09-20T22:57:44.029414Z,,,,,,,channel metadata:
157340,usp2017slco,20170920T052608,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.23586655,-71.21486664,93000.0,,2017-09-20T05:26:08.622031Z,,,,,,,channel metadata:
157451,usp2017skfp,20170919T175045,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.99575615,-72.6870575,30000.0,,2017-09-19T17:50:45.528807Z,,,,,,,channel metadata:
157508,usp2017sjyy,20170919T142756,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.11763382,-72.55280304,10000.0,,2017-09-19T14:27:56.669921Z,,,,,,,channel metadata:
157600,usp2017sicc,20170918T134656,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-31.82853699,-71.92105865,10000.0,,2017-09-18T13:46:56.312377Z,,,,,,,channel metadata:
157601,usp2017sicc,20170918T134656,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-31.82853699,-71.92105865,10000.0,,2017-09-18T13:46:56.312377Z,,,,,,,channel metadata:
157602,usp2017sicc,20170918T134656,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-31.82853699,-71.92105865,10000.0,,2017-09-18T13:46:56.312377Z,,,,,,,channel metadata:
157620,usp2017sicc,20170918T134656,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.82853699,-71.92105865,10000.0,,2017-09-18T13:46:56.312377Z,,,,,,,channel metadata:
157717,usp2017shhh,20170918T031650,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.15678024,-49.36629486,0.0,,2017-09-18T03:16:50.830203Z,,,,,,,channel metadata:
157961,usp2017rzrm,20170913T232137,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.92637825,-69.03246307,118581.5964,,2017-09-13T23:21:37.516213Z,,,,,,,channel metadata:
158052,usp2017rydl,20170913T030702,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,9.426216125,-73.04669189,124000.0,,2017-09-13T03:07:02.805221Z,,,,,,,channel metadata:
158211,usp2017rrnd,20170909T120341,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.35891533,-66.23337555,228000.0,,2017-09-09T12:03:41.163311Z,,,,,,,channel metadata:
158302,usp2017rriz,20170909T095727,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-24.1296463,-67.04685211,185351.9745,,2017-09-09T09:57:27.072356Z,,,,,,,channel metadata:
158303,usp2017rriz,20170909T095727,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-24.1296463,-67.04685211,185351.9745,,2017-09-09T09:57:27.072356Z,,,,,,,channel metadata:
158304,usp2017rriz,20170909T095727,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-24.1296463,-67.04685211,185351.9745,,2017-09-09T09:57:27.072356Z,,,,,,,channel metadata:
158320,usp2017rriz,20170909T095727,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.1296463,-67.04685211,185351.9745,,2017-09-09T09:57:27.072356Z,,,,,,,channel metadata:
158385,usp2017rqus,20170909T024452,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-23.9370079,-67.20163727,206691.33,,2017-09-09T02:44:52.447051Z,,,,,,,channel metadata:
158474,usp2017rmwo,20170906T230800,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.06230545,-67.55722809,199000.0,,2017-09-06T23:08:00.333422Z,,,,,,,channel metadata:
158570,usp2017rloe,20170906T054535,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.90463257,-71.38661194,45000.0,,2017-09-06T05:45:35.419692Z,,,,,,,channel metadata:
158645,usp2017rktl,20170905T191657,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.67413712,-70.48806763,10000.0,,2017-09-05T19:16:57.590825Z,,,,,,,channel metadata:
158739,usp2017rjdd,20170904T215519,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.1848259,-69.79525757,63000.0,,2017-09-04T21:55:19.639201Z,,,,,,,channel metadata:
158840,usp2017rhmc,20170904T001046,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.95781708,-68.72930145,112000.0,,2017-09-04T00:10:46.422671Z,,,,,,,channel metadata:
159088,usp2017rcgo,20170901T034216,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.51432705,-70.75479889,154000.0,,2017-09-01T03:42:16.002387Z,,,,,,,channel metadata:
159228,usp2017qwza,20170829T061237,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.65293694,-67.98944092,10000.0,,2017-08-29T06:12:37.718088Z,,,,,,,channel metadata:
159300,usp2017qwja,20170828T220828,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.98718262,-72.23605347,18000.0,,2017-08-28T22:08:28.744650Z,,,,,,,channel metadata:
159345,usp2017qvtr,20170828T142152,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.16989517,-68.84013367,121000.0,,2017-08-28T14:21:52.505504Z,,,,,,,channel metadata:
159606,usp2017qurk,20170828T000539,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.01255417,-67.48731995,206000.0,,2017-08-28T00:05:39.425565Z,,,,,,,channel metadata:
159800,usp2017qnez,20170823T215109,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.30092621,-66.75146484,212000.0,,2017-08-23T21:51:09.891143Z,,,,,,,channel metadata:
159843,usp2017qmlj,20170823T115718,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-15.15612316,-74.06238556,10000.0,,2017-08-23T11:57:18.642026Z,,,,,,,channel metadata:
159844,usp2017qmlj,20170823T115718,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-15.15612316,-74.06238556,10000.0,,2017-08-23T11:57:18.642026Z,,,,,,,channel metadata:
159862,usp2017qmlj,20170823T115718,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.15612316,-74.06238556,10000.0,,2017-08-23T11:57:18.642026Z,,,,,,,channel metadata:
159947,usp2017qmhy,20170823T101257,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.79459381,-67.10595703,208000.0,,2017-08-23T10:12:57.660144Z,,,,,,,channel metadata:
160059,usp2017qjhd,20170821T182422,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.2917347,-67.56425476,113676.7273,,2017-08-21T18:24:22.971958Z,,,,,,,channel metadata:
160134,usp2017qhkg,20170820T174217,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-13.64410591,-75.37918091,62038.26141,,2017-08-20T17:42:17.217966Z,,,,,,,channel metadata:
160195,usp2017qhfi,20170820T151321,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-20.21270561,-68.87190247,108738.8535,,2017-08-20T15:13:21.221939Z,,,,,,,channel metadata:
160196,usp2017qhfi,20170820T151321,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-20.21270561,-68.87190247,108738.8535,,2017-08-20T15:13:21.221939Z,,,,,,,channel metadata:
160216,usp2017qhfi,20170820T151321,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.21270561,-68.87190247,108738.8535,,2017-08-20T15:13:21.221939Z,,,,,,,channel metadata:
160282,usp2017qghj,20170820T030618,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.92024612,-68.57698822,107054.5044,,2017-08-20T03:06:18.364694Z,,,,,,,channel metadata:
160315,usp2017qfxi,20170819T220213,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.34155655,-68.19788361,118547.142,,2017-08-19T22:02:13.903531Z,,,,,,,channel metadata:
