Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,Warning,Pick Pred,Pick Prob_Nat,Pick Prob_Ant,Pick Pred_final,Event Pred,Event Prob_Nat,Event Prob_Ant,Event Pred_final
20221213T032627,NBTA,41,usp2022yikw,[],P,NB,,HHZ,-9.121932,-38.063215,218.4060900266504,-9.84998703,-39.91209793,0.0,2022-12-13T03:27:02.294872Z,2022-12-13T03:26:27.848673Z,2022-12-13T03:26:51.294872Z,2022-12-13T03:27:51.294872Z,earthquake,2.097140672,suspected,20221213T032627/NB_NBTA_20221213T032627.mseed,"['E', 'N', 'Z']",[],0.0,0.676,0.324,Natural,0.0,0.643,0.357,Natural
20230209T092620,NBCA,165,usp2023ctzh,[],P,NB,,HHZ,-8.225687,-36.013016,365.8128811148958,-5.037809849,-35.13003922,0.0,2023-02-09T09:27:13.064105Z,2023-02-09T09:26:20.375410Z,2023-02-09T09:27:02.064105Z,2023-02-09T09:28:02.064105Z,earthquake,2.225395244,known,20230209T092620/NB_NBCA_20230209T092620.mseed,"['E', 'N', 'Z']",[],0.0,0.911,0.089,Natural,0.0,0.899,0.101,Natural
20230209T092620,NBCL,166,usp2023ctzh,[],P,NB,,HHZ,-4.224377,-38.291041,362.0874626298952,-5.037809849,-35.13003922,0.0,2023-02-09T09:27:12.562359Z,2023-02-09T09:26:20.375410Z,2023-02-09T09:27:01.562359Z,2023-02-09T09:28:01.562359Z,earthquake,2.225395244,known,20230209T092620/NB_NBCL_20230209T092620.mseed,"['E', 'N', 'Z']",[],0.0,0.834,0.166,Natural,0.0,0.899,0.101,Natural
20230209T092620,NBLV,167,usp2023ctzh,[],P,NB,,HHZ,-7.357693,-36.921745,324.2416264605475,-5.037809849,-35.13003922,0.0,2023-02-09T09:27:08.179491Z,2023-02-09T09:26:20.375410Z,2023-02-09T09:26:57.179491Z,2023-02-09T09:27:57.179491Z,earthquake,2.225395244,known,20230209T092620/NB_NBLV_20230209T092620.mseed,"['E', 'N', 'Z']",[],0.0,0.951,0.049,Natural,0.0,0.899,0.101,Natural
20230221T191629,GUA01,144,usp2023dqqu,[],P,ON,,HHZ,-16.58349,-39.805342,286.601877263974,-14.11268616,-39.0044899,0.0,2023-02-21T19:17:12.730809Z,2023-02-21T19:16:29.627007Z,2023-02-21T19:17:01.730809Z,2023-02-21T19:18:01.730809Z,earthquake,2.249090085,suspected,20230221T191629/ON_GUA01_20230221T191629.mseed,"['E', 'N', 'Z']",[],1.0,0.015,0.985,Anthropogenic,1.0,0.049,0.951,Anthropogenic
20230221T191629,NBPN,143,usp2023dqqu,[],P,NB,,HHZ,-10.847009,-40.198957,383.88915913379446,-14.11268616,-39.0044899,0.0,2023-02-21T19:17:24.256450Z,2023-02-21T19:16:29.627007Z,2023-02-21T19:17:13.256450Z,2023-02-21T19:18:13.256450Z,earthquake,2.249090085,suspected,20230221T191629/NB_NBPN_20230221T191629.mseed,"['E', 'N', 'Z']",[],1.0,0.083,0.917,Anthropogenic,1.0,0.049,0.951,Anthropogenic
20230227T180752,NBCL,216,usp2023ebno,[],P,NB,,HHZ,-4.224377,-38.291041,267.2780036647438,-3.807706356,-40.66188431,0.0,2023-02-27T18:08:33.468203Z,2023-02-27T18:07:52.987049Z,2023-02-27T18:08:22.468203Z,2023-02-27T18:09:22.468203Z,earthquake,1.881422465,suspected,20230227T180752/NB_NBCL_20230227T180752.mseed,"['E', 'N', 'Z']",[],1.0,0.375,0.625,Anthropogenic,1.0,0.199,0.801,Anthropogenic
20230227T180752,NBMO,218,usp2023ebno,[],P,NB,,HHZ,-3.310348,-40.042927,88.05665004025829,-3.807706356,-40.66188431,0.0,2023-02-27T18:08:08.346153Z,2023-02-27T18:07:52.987049Z,2023-02-27T18:07:57.346153Z,2023-02-27T18:08:57.346153Z,earthquake,1.881422465,suspected,20230227T180752/NB_NBMO_20230227T180752.mseed,"['E', 'N', 'Z']",[],1.0,0.039,0.961,Anthropogenic,1.0,0.199,0.801,Anthropogenic
20230227T180752,NBPB,217,usp2023ebno,[],P,NB,,HHZ,-5.543242,-39.583619,226.15082090266927,-3.807706356,-40.66188431,0.0,2023-02-27T18:08:28.347520Z,2023-02-27T18:07:52.987049Z,2023-02-27T18:08:17.347520Z,2023-02-27T18:09:17.347520Z,earthquake,1.881422465,suspected,20230227T180752/NB_NBPB_20230227T180752.mseed,"['E', 'N', 'Z']",[],1.0,0.184,0.816,Anthropogenic,1.0,0.199,0.801,Anthropogenic
20230401T101337,GUA01,158,usp2023gjfn,[],P,ON,,HHZ,-16.58349,-39.805342,275.1861169900392,-14.09658527,-39.82030487,0.0,2023-04-01T10:14:19.358963Z,2023-04-01T10:13:37.835285Z,2023-04-01T10:14:08.358963Z,2023-04-01T10:15:08.358963Z,earthquake,2.094206188,known,20230401T101337/ON_GUA01_20230401T101337.mseed,"['E', 'N', 'Z']",[],0.0,0.954,0.046,Natural,0.0,0.921,0.079,Natural
20230401T101337,NBPN,157,usp2023gjfn,[],P,NB,,HHZ,-10.847009,-40.198957,361.837056579092,-14.09658527,-39.82030487,0.0,2023-04-01T10:14:30.076908Z,2023-04-01T10:13:37.835285Z,2023-04-01T10:14:19.076908Z,2023-04-01T10:15:19.076908Z,earthquake,2.094206188,known,20230401T101337/NB_NBPN_20230401T101337.mseed,"['E', 'N', 'Z']",[],0.0,0.889,0.111,Natural,0.0,0.921,0.079,Natural
20230405T182754,BB19B,114,usp2023grdv,[],P,BL,,HHZ,-21.0662,-48.5279,20.3309859262886,-21.2494545,-48.51544189,0.0,2023-04-05T18:27:58.086033Z,2023-04-05T18:27:54.787551Z,2023-04-05T18:27:47.086033Z,2023-04-05T18:28:47.086033Z,earthquake,2.265572708,known,20230405T182754/BL_BB19B_20230405T182754.mseed,"['E', 'N', 'Z']",[],0.0,0.901,0.099,Natural,0.0,0.682,0.318,Natural
20230405T182754,CANS,112,usp2023grdv,[],P,BL,,HHZ,-20.2896,-46.3921,245.3097260368752,-21.2494545,-48.51544189,0.0,2023-04-05T18:28:32.860659Z,2023-04-05T18:27:54.787551Z,2023-04-05T18:28:21.860659Z,2023-04-05T18:29:21.860659Z,earthquake,2.265572708,known,20230405T182754/BL_CANS_20230405T182754.mseed,"['E', 'N', 'Z']",[],0.0,0.962,0.038,Natural,0.0,0.682,0.318,Natural
20230405T182754,RCLB,113,usp2023grdv,[],P,BL,,HHZ,-22.4191,-47.531,164.71412532789452,-21.2494545,-48.51544189,0.0,2023-04-05T18:28:21.836545Z,2023-04-05T18:27:54.787551Z,2023-04-05T18:28:10.836545Z,2023-04-05T18:29:10.836545Z,earthquake,2.265572708,known,20230405T182754/BL_RCLB_20230405T182754.mseed,"['E', 'N', 'Z']",[],1.0,0.183,0.817,Anthropogenic,0.0,0.682,0.318,Natural
20230424T084101,NBMO,210,usp2023hzda,[],P,NB,,HHZ,-3.310348,-40.042927,144.52902946930132,-4.135433197,-39.0338707,0.0,2023-04-24T08:41:25.615299Z,2023-04-24T08:41:01.628383Z,2023-04-24T08:41:14.615299Z,2023-04-24T08:42:14.615299Z,earthquake,1.831382826,suspected,20230424T084101/NB_NBMO_20230424T084101.mseed,"['E', 'N', 'Z']",[],0.0,0.998,0.002,Natural,0.0,0.971,0.029,Natural
20230424T084101,NBPB,209,usp2023hzda,[],P,NB,,HHZ,-5.543242,-39.583619,167.19548773153582,-4.135433197,-39.0338707,0.0,2023-04-24T08:41:29.307634Z,2023-04-24T08:41:01.628383Z,2023-04-24T08:41:18.307634Z,2023-04-24T08:42:18.307634Z,earthquake,1.831382826,suspected,20230424T084101/NB_NBPB_20230424T084101.mseed,"['E', 'N', 'Z']",[],0.0,0.92,0.08,Natural,0.0,0.971,0.029,Natural
20230424T084101,NBPS,208,usp2023hzda,[],P,NB,,HHZ,-4.393969,-41.445618,269.25777907684807,-4.135433197,-39.0338707,0.0,2023-04-24T08:41:42.461423Z,2023-04-24T08:41:01.628383Z,2023-04-24T08:41:31.461423Z,2023-04-24T08:42:31.461423Z,earthquake,1.831382826,suspected,20230424T084101/NB_NBPS_20230424T084101.mseed,"['E', 'N', 'Z']",[],0.0,0.996,0.004,Natural,0.0,0.971,0.029,Natural
20230424T230338,BB19B,186,usp2023iafm,[],P,BL,,HHZ,-21.0662,-48.5279,23.10641885641685,-21.27,-48.48,0.0,2023-04-24T23:03:41.996941Z,2023-04-24T23:03:38.000000Z,2023-04-24T23:03:30.996941Z,2023-04-24T23:04:30.996941Z,earthquake,1.003968515,known,20230424T230338/BL_BB19B_20230424T230338.mseed,"['E', 'N', 'Z']",[],0.0,0.505,0.495,Natural,0.0,0.505,0.495,Natural
20230525T074348,NBPB,213,usp2023kdrt,[],P,NB,,HHZ,-5.543242,-39.583619,316.71069440073546,-2.974648952,-40.84575653,0.0,2023-05-25T07:44:35.574111Z,2023-05-25T07:43:48.994366Z,2023-05-25T07:44:24.574111Z,2023-05-25T07:45:24.574111Z,earthquake,1.933751592,known,20230525T074348/NB_NBPB_20230525T074348.mseed,"['E', 'N', 'Z']",[],0.0,0.859,0.141,Natural,0.0,0.929,0.071,Natural
20230525T074348,NBPS,215,usp2023kdrt,[],P,NB,,HHZ,-4.393969,-41.445618,170.5076937146206,-2.974648952,-40.84575653,0.0,2023-05-25T07:44:16.782051Z,2023-05-25T07:43:48.994366Z,2023-05-25T07:44:05.782051Z,2023-05-25T07:45:05.782051Z,earthquake,1.933751592,known,20230525T074348/NB_NBPS_20230525T074348.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.929,0.071,Natural
20230824T083808,NBLA,339,usp2023qoai,[],P,NB,,HHZ,-10.99255,-37.788972,289.72113082845846,-13.39787865,-38.84225464,0.0,2023-08-24T08:38:51.555628Z,2023-08-24T08:38:08.330221Z,2023-08-24T08:38:40.555628Z,2023-08-24T08:39:40.555628Z,earthquake,2.233525713,known,20230824T083808/NB_NBLA_20230824T083808.mseed,"['E', 'N', 'Z']",[],0.0,0.943,0.057,Natural,0.0,0.943,0.057,Natural
20230825T094743,NBAN,271,usp2023qpyc,[],P,NB,,HHZ,-9.668656,-36.274726,392.1806354358365,-9.903150558,-39.84160995,0.0,2023-08-25T09:48:40.008502Z,2023-08-25T09:47:43.895651Z,2023-08-25T09:48:29.008502Z,2023-08-25T09:49:29.008502Z,earthquake,2.264801019,known,20230825T094743/NB_NBAN_20230825T094743.mseed,"['E', 'N', 'Z']",[],1.0,0.449,0.551,Anthropogenic,0.0,0.611,0.389,Natural
20230825T094743,NBLA,273,usp2023qpyc,[],P,NB,,HHZ,-10.99255,-37.788972,254.99812018321023,-9.903150558,-39.84160995,0.0,2023-08-25T09:48:22.839998Z,2023-08-25T09:47:43.895651Z,2023-08-25T09:48:11.839998Z,2023-08-25T09:49:11.839998Z,earthquake,2.264801019,known,20230825T094743/NB_NBLA_20230825T094743.mseed,"['E', 'N', 'Z']",[],0.0,0.991,0.009,Natural,0.0,0.611,0.389,Natural
20230825T094743,NBMA,272,usp2023qpyc,[],P,NB,,HHZ,-7.365352,-38.764058,304.7044488567652,-9.903150558,-39.84160995,0.0,2023-08-25T09:48:28.833208Z,2023-08-25T09:47:43.895651Z,2023-08-25T09:48:17.833208Z,2023-08-25T09:49:17.833208Z,earthquake,2.264801019,known,20230825T094743/NB_NBMA_20230825T094743.mseed,"['E', 'N', 'Z']",[],1.0,0.015,0.985,Anthropogenic,0.0,0.611,0.389,Natural
20230825T094743,NBTA,274,usp2023qpyc,[],P,NB,,HHZ,-9.121932,-38.063215,213.52757880499232,-9.903150558,-39.84160995,0.0,2023-08-25T09:48:17.947329Z,2023-08-25T09:47:43.895651Z,2023-08-25T09:48:06.947329Z,2023-08-25T09:49:06.947329Z,earthquake,2.264801019,known,20230825T094743/NB_NBTA_20230825T094743.mseed,"['E', 'N', 'Z']",[],0.0,0.989,0.011,Natural,0.0,0.611,0.389,Natural
20231003T051534,NBAN,292,usp2023tivt,[],P,NB,,HHZ,-9.668656,-36.274726,397.2575436357875,-9.829656601,-39.89167404,0.0,2023-10-03T05:16:30.933942Z,2023-10-03T05:15:34.262748Z,2023-10-03T05:16:19.933942Z,2023-10-03T05:17:19.933942Z,earthquake,2.055739078,known,20231003T051534/NB_NBAN_20231003T051534.mseed,"['E', 'N', 'Z']",[],1.0,0.32,0.68,Anthropogenic,0.0,0.655,0.345,Natural
20231003T051534,NBLA,293,usp2023tivt,[],P,NB,,HHZ,-10.99255,-37.788972,263.7328301376154,-9.829656601,-39.89167404,0.0,2023-10-03T05:16:14.116802Z,2023-10-03T05:15:34.262748Z,2023-10-03T05:16:03.116802Z,2023-10-03T05:17:03.116802Z,earthquake,2.055739078,known,20231003T051534/NB_NBLA_20231003T051534.mseed,"['E', 'N', 'Z']",[],0.0,0.991,0.009,Natural,0.0,0.655,0.345,Natural
20231004T193357,AMBA,222,usp2023tlto,[],P,BL,,HHZ,-22.92694,-54.9905,296.16300424622585,-20.49552536,-56.1834259,0.0,2023-10-04T19:34:41.870237Z,2023-10-04T19:33:57.538336Z,2023-10-04T19:34:30.870237Z,2023-10-04T19:35:30.870237Z,earthquake,1.806321219,suspected,20231004T193357/BL_AMBA_20231004T193357.mseed,"['E', 'N', 'Z']",[],0.0,0.823,0.177,Natural,0.0,0.782,0.218,Natural
20231004T193357,AQDB,225,usp2023tlto,[],P,BL,,HHZ,-20.47579,-55.69971,50.50966563801095,-20.49552536,-56.1834259,0.0,2023-10-04T19:34:06.541725Z,2023-10-04T19:33:57.538336Z,2023-10-04T19:33:55.541725Z,2023-10-04T19:34:55.541725Z,earthquake,1.806321219,suspected,20231004T193357/BL_AQDB_20231004T193357.mseed,"['E', 'N', 'Z']",[],1.0,0.444,0.556,Anthropogenic,0.0,0.782,0.218,Natural
20231004T193357,COIM,224,usp2023tlto,[],P,BL,,HHZ,-19.9092,-57.7889,179.9085251896815,-20.49552536,-56.1834259,0.0,2023-10-04T19:34:26.831329Z,2023-10-04T19:33:57.538336Z,2023-10-04T19:34:15.831329Z,2023-10-04T19:35:15.831329Z,earthquake,1.806321219,suspected,20231004T193357/BL_COIM_20231004T193357.mseed,"['E', 'N', 'Z']",[],0.0,0.974,0.026,Natural,0.0,0.782,0.218,Natural
20231004T193357,MURT,223,usp2023tlto,[],P,BL,,HHZ,-21.6592,-57.61,196.40522980781623,-20.49552536,-56.1834259,0.0,2023-10-04T19:34:29.441352Z,2023-10-04T19:33:57.538336Z,2023-10-04T19:34:18.441352Z,2023-10-04T19:35:18.441352Z,earthquake,1.806321219,suspected,20231004T193357/BL_MURT_20231004T193357.mseed,"['E', 'N', 'Z']",[],0.0,0.887,0.113,Natural,0.0,0.782,0.218,Natural
20231107T075251,BSCB,284,usp2023vuzo,[],P,BL,,HHZ,-20.9984,-44.7635,123.91230968179524,-20.26371956,-43.86658096,0.0,2023-11-07T07:53:12.723808Z,2023-11-07T07:52:51.678648Z,2023-11-07T07:53:01.723808Z,2023-11-07T07:54:01.723808Z,earthquake,2.092046918,suspected,20231107T075251/BL_BSCB_20231107T075251.mseed,"['Z', 'N', 'E']",[],0.0,0.915,0.085,Natural,0.0,0.937,0.063,Natural
20231107T075251,CANS,282,usp2023vuzo,[],P,BL,,HHZ,-20.2896,-46.3921,263.8363975654853,-20.26371956,-43.86658096,0.0,2023-11-07T07:53:31.770098Z,2023-11-07T07:52:51.678648Z,2023-11-07T07:53:20.770098Z,2023-11-07T07:54:20.770098Z,earthquake,2.092046918,suspected,20231107T075251/BL_CANS_20231107T075251.mseed,"['E', 'N', 'Z']",[],0.0,0.853,0.147,Natural,0.0,0.937,0.063,Natural
20231107T075251,DIAM,283,usp2023vuzo,[],P,BL,,HHZ,-18.2952,-43.6648,218.9359813777789,-20.26371956,-43.86658096,0.0,2023-11-07T07:53:26.280187Z,2023-11-07T07:52:51.678648Z,2023-11-07T07:53:15.280187Z,2023-11-07T07:54:15.280187Z,earthquake,2.092046918,suspected,20231107T075251/BL_DIAM_20231107T075251.mseed,"['E', 'N', 'Z']",[],0.0,0.995,0.005,Natural,0.0,0.937,0.063,Natural
20231107T075251,SJMB,281,usp2023vuzo,[],P,BL,,HHZ,-18.702916,-41.184694,330.32952525803444,-20.26371956,-43.86658096,0.0,2023-11-07T07:53:39.887829Z,2023-11-07T07:52:51.678648Z,2023-11-07T07:53:28.887829Z,2023-11-07T07:54:28.887829Z,earthquake,2.092046918,suspected,20231107T075251/BL_SJMB_20231107T075251.mseed,"['E', 'N', 'Z']",[],0.0,0.984,0.016,Natural,0.0,0.937,0.063,Natural
20240503T163044,DIAM,192,usp2024irzo,[],P,BL,,HHZ,-18.2952,-43.6648,150.10569405021153,-19.5905,-44.08666667,0.0,2024-05-03T16:31:09.504721Z,2024-05-03T16:30:44.170000Z,2024-05-03T16:30:58.504721Z,2024-05-03T16:31:58.504721Z,earthquake,2.54839941,suspected,20240503T163044/BL_DIAM_20240503T163044.mseed,"['E', 'N', 'Z']",[],1.0,0.003,0.997,Anthropogenic,1.0,0.211,0.789,Anthropogenic
20240503T163044,FJAO,194,usp2024irzo,[],P,VL,,HHZ,-20.1001,-44.1283,56.58223887720579,-19.5905,-44.08666667,0.0,2024-05-03T16:30:53.817256Z,2024-05-03T16:30:44.170000Z,2024-05-03T16:30:42.817256Z,2024-05-03T16:31:42.817256Z,earthquake,2.54839941,suspected,20240503T163044/VL_FJAO_20240503T163044.mseed,"['Z', '1', '2']",[],1.0,0.02,0.98,Anthropogenic,1.0,0.211,0.789,Anthropogenic
20240503T163044,GNG4,193,usp2024irzo,[],P,VL,,HHZ,-19.9724,-43.6034,65.96911336677059,-19.5905,-44.08666667,0.0,2024-05-03T16:30:55.391376Z,2024-05-03T16:30:44.170000Z,2024-05-03T16:30:44.391376Z,2024-05-03T16:31:44.391376Z,earthquake,2.54839941,suspected,20240503T163044/VL_GNG4_20240503T163044.mseed,"['2', '1', 'Z']",[],1.0,0.033,0.967,Anthropogenic,1.0,0.211,0.789,Anthropogenic
20240503T163044,PRMB,195,usp2024irzo,[],P,BL,,HHZ,-19.4566,-44.1487,16.189470798491485,-19.5905,-44.08666667,0.0,2024-05-03T16:30:47.313819Z,2024-05-03T16:30:44.170000Z,2024-05-03T16:30:36.313819Z,2024-05-03T16:31:36.313819Z,earthquake,2.54839941,suspected,20240503T163044/BL_PRMB_20240503T163044.mseed,"['E', 'N', 'Z']",[],0.0,0.789,0.211,Natural,1.0,0.211,0.789,Anthropogenic
20240609T051423,SALTA,276,usp2024lgsw,[],P,GE,,HHZ,-24.2241,-66.34,96.923653302103,-24.24373245,-67.29404449,167349.5636,2024-06-09T05:14:49.444542Z,2024-06-09T05:14:23.538012Z,2024-06-09T05:14:38.444542Z,2024-06-09T05:15:38.444542Z,earthquake,4.169536458,known,20240609T051423/GE_SALTA_20240609T051423.mseed,"['Z', 'E', 'N']",[],1.0,0.048,0.952,Anthropogenic,1.0,0.048,0.952,Anthropogenic
20240610T194531,SDBA,241,usp2024ljrc,[],P,BR,,HHZ,-12.4085,-44.903,354.82397940652044,-9.281439781,-45.62644958,0.0,2024-06-10T19:46:23.355084Z,2024-06-10T19:45:31.670098Z,2024-06-10T19:46:12.355084Z,2024-06-10T19:47:12.355084Z,earthquake,2.658963295,suspected,20240610T194531/BR_SDBA_20240610T194531.mseed,"['E', 'N', 'Z']",[],1.0,0.377,0.623,Anthropogenic,1.0,0.204,0.796,Anthropogenic
20240610T194531,SMTB,242,usp2024ljrc,[],P,BR,,HHZ,-8.8617,-47.5886,220.6497359155209,-9.281439781,-45.62644958,0.0,2024-06-10T19:46:05.987996Z,2024-06-10T19:45:31.670098Z,2024-06-10T19:45:54.987996Z,2024-06-10T19:46:54.987996Z,earthquake,2.658963295,suspected,20240610T194531/BR_SMTB_20240610T194531.mseed,"['E', 'N', 'Z']",[],1.0,0.031,0.969,Anthropogenic,1.0,0.204,0.796,Anthropogenic
20240618T131946,BB19B,259,usp2024lxuk,[],P,BL,,HHZ,-21.0662,-48.5279,121.3488700373726,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:07.235869Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:19:56.235869Z,2024-06-18T13:20:56.235869Z,earthquake,3.23449794,known,20240618T131946/BL_BB19B_20240618T131946.mseed,"['E', 'N', 'Z']",[],0.0,0.998,0.002,Natural,0.0,0.866,0.134,Natural
20240618T131946,CANS,256,usp2024lxuk,[],P,BL,,HHZ,-20.2896,-46.3921,254.1250599229392,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:26.028554Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:20:15.028554Z,2024-06-18T13:21:15.028554Z,earthquake,3.23449794,known,20240618T131946/BL_CANS_20240618T131946.mseed,"['E', 'N', 'Z']",[],0.0,0.988,0.012,Natural,0.0,0.866,0.134,Natural
20240618T131946,FRTB,253,usp2024lxuk,[],P,BL,,HHZ,-23.3439,-49.564,378.3853690544611,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:40.967244Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:20:29.967244Z,2024-06-18T13:21:29.967244Z,earthquake,3.23449794,known,20240618T131946/BL_FRTB_20240618T131946.mseed,"['E', 'N', 'Z']",[],1.0,0.312,0.688,Anthropogenic,0.0,0.866,0.134,Natural
20240618T131946,IPMB,257,usp2024lxuk,[],P,BR,,HHZ,-17.982956,-48.211734,231.9414515772661,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:22.898976Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:20:11.898976Z,2024-06-18T13:21:11.898976Z,earthquake,3.23449794,known,20240618T131946/BR_IPMB_20240618T131946.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.866,0.134,Natural
20240618T131946,ITRB,258,usp2024lxuk,[],P,BL,,HHZ,-19.7042,-50.359,166.21311109829722,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:13.816345Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:20:02.816345Z,2024-06-18T13:21:02.816345Z,earthquake,3.23449794,known,20240618T131946/BL_ITRB_20240618T131946.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.866,0.134,Natural
20240618T131946,PCMB,254,usp2024lxuk,[],P,BL,,HHZ,-21.6074,-51.2619,311.62820944631903,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:32.789394Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:20:21.789394Z,2024-06-18T13:21:21.789394Z,earthquake,3.23449794,known,20240618T131946/BL_PCMB_20240618T131946.mseed,"['E', 'N', 'Z']",[],0.0,0.943,0.057,Natural,0.0,0.866,0.134,Natural
20240618T131946,PMNB,255,usp2024lxuk,[],P,BL,,HHZ,-18.54,-46.44,296.46326085640027,-20.00130653,-48.8035202,0.0,2024-06-18T13:20:30.514488Z,2024-06-18T13:19:46.627230Z,2024-06-18T13:20:19.514488Z,2024-06-18T13:21:19.514488Z,earthquake,3.23449794,known,20240618T131946/BL_PMNB_20240618T131946.mseed,"['Z', 'N', 'E']",[],0.0,0.82,0.18,Natural,0.0,0.866,0.134,Natural
20240620T203807,BB19B,164,usp2024mbzw,[],P,BL,,HHZ,-21.0662,-48.5279,118.45049974736472,-20.02398682,-48.78466034,0.0,2024-06-20T20:38:28.231993Z,2024-06-20T20:38:07.939310Z,2024-06-20T20:38:17.231993Z,2024-06-20T20:39:17.231993Z,earthquake,2.039853121,known,20240620T203807/BL_BB19B_20240620T203807.mseed,"['E', 'N', 'Z']",[],0.0,0.963,0.037,Natural,0.0,0.962,0.038,Natural
20240620T203807,CANS,162,usp2024mbzw,[],P,BL,,HHZ,-20.2896,-46.3921,251.8456881301153,-20.02398682,-48.78466034,0.0,2024-06-20T20:38:46.493135Z,2024-06-20T20:38:07.939310Z,2024-06-20T20:38:35.493135Z,2024-06-20T20:39:35.493135Z,earthquake,2.039853121,known,20240620T203807/BL_CANS_20240620T203807.mseed,"['E', 'N', 'Z']",[],0.0,0.971,0.029,Natural,0.0,0.962,0.038,Natural
20240620T203807,IPMB,163,usp2024mbzw,[],P,BR,,HHZ,-17.982956,-48.211734,233.8397471275545,-20.02398682,-48.78466034,0.0,2024-06-20T20:38:44.293307Z,2024-06-20T20:38:07.939310Z,2024-06-20T20:38:33.293307Z,2024-06-20T20:39:33.293307Z,earthquake,2.039853121,known,20240620T203807/BR_IPMB_20240620T203807.mseed,"['E', 'N', 'Z']",[],0.0,0.951,0.049,Natural,0.0,0.962,0.038,Natural
20240625T162156,SALTA,20,usp2024mkuy,[],P,GE,,HHZ,-24.2241,-66.34,278.98511678463296,-22.72389984,-68.53385925,105000.0,2024-06-25T16:22:36.940552Z,2024-06-25T16:21:56.769715Z,2024-06-25T16:22:25.940552Z,2024-06-25T16:23:25.940552Z,earthquake,4.397704054,known,20240625T162156/GE_SALTA_20240625T162156.mseed,"['Z', 'E', 'N']",[],1.0,0.067,0.933,Anthropogenic,1.0,0.067,0.933,Anthropogenic
20240727T230159,BB19B,366,usp2024oruf,[],P,BL,,HHZ,-21.0662,-48.5279,118.6245478120332,-20.029,-48.81333333,0.0,2024-07-27T23:02:18.501263Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:07.501263Z,2024-07-27T23:03:07.501263Z,earthquake,3.24942122,known,20240727T230159/BL_BB19B_20240727T230159.mseed,"['E', 'N', 'Z']",[],0.0,0.987,0.013,Natural,0.0,0.788,0.212,Natural
20240727T230159,CANS,363,usp2024oruf,[],P,BL,,HHZ,-20.2896,-46.3921,254.7554582693235,-20.029,-48.81333333,0.0,2024-07-27T23:02:37.999229Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:26.999229Z,2024-07-27T23:03:26.999229Z,earthquake,3.24942122,known,20240727T230159/BL_CANS_20240727T230159.mseed,"['E', 'N', 'Z']",[],0.0,0.986,0.014,Natural,0.0,0.788,0.212,Natural
20240727T230159,FRTB,359,usp2024oruf,[],P,BL,,HHZ,-23.3439,-49.564,375.174121993833,-20.029,-48.81333333,0.0,2024-07-27T23:02:52.053064Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:41.053064Z,2024-07-27T23:03:41.053064Z,earthquake,3.24942122,known,20240727T230159/BL_FRTB_20240727T230159.mseed,"['E', 'N', 'Z']",[],1.0,0.098,0.902,Anthropogenic,0.0,0.788,0.212,Natural
20240727T230159,IPMB,364,usp2024oruf,[],P,BR,,HHZ,-17.982956,-48.211734,235.1707284540148,-20.029,-48.81333333,0.0,2024-07-27T23:02:35.326176Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:24.326176Z,2024-07-27T23:03:24.326176Z,earthquake,3.24942122,known,20240727T230159/BR_IPMB_20240727T230159.mseed,"['E', 'N', 'Z']",[],0.0,0.99,0.01,Natural,0.0,0.788,0.212,Natural
20240727T230159,ITRB,365,usp2024oruf,[],P,BL,,HHZ,-19.7042,-50.359,165.82952149584844,-20.029,-48.81333333,0.0,2024-07-27T23:02:25.524702Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:14.524702Z,2024-07-27T23:03:14.524702Z,earthquake,3.24942122,known,20240727T230159/BL_ITRB_20240727T230159.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.788,0.212,Natural
